SHAW HARDWOOD MASTER SPREADSHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNAL USE ONLY,,,Updated 1/12/2026,,,,,,,SHAW FLOORS RETAIL,,,,SHAW BUILDER FLOORING,,,,ALIGNED,,,,PRODUCT SPECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RETAIL MOLDINGS / TRIMS,,,,,,,,BUILDER MOLDINGS / TRIMS,,,,,,,,,
Construction,Collection / Grouping,Canadian Approved,Launch Date,Country of Origin,Product Category,Product Description,Style Status,Inventory Style #,Inventory Color #,Shaw Retail Style #,Shaw Retail Style Name,Color #,Shaw Color Name,Shaw Builder Style #,Shaw Builder Flooring Style Name,Color #,Shaw Builder Flooring Color Name,SFN Style #,SFN Style Name,SDC Style #,SDC Style Name,Species,Core,Backing Layer Species,Color & Character Variation Rating,Light Sensitive,Radiant Heat Approved,Cradle 2 Cradle Certified,GREENGUARD Certified,T & G Glue/Glueless,Surface Texture,Grade,Installation Method,Installation Grade,Recommended Adhesives,Plys,Bevel Edges,Bevel Ends,Gloss Level,Finish,Color Family,Color Shade,Fumed - Y/N,Nominal Face Thickness - inches,Nominal Face Thickness - mm,Face Type,Nominal Overall Thickness - Inches,Nominal Overall Thickness - mm,Width - inches,Length - inches,Weight per Carton (lbs),Weight per Pallet,Planks per Carton,Direct Warranty,Builder Warranty,Light Commercial Warranty,Full Commercial Warranty,SQFT per Carton,Cartons per Pallet,SQFT per Pallet,Pallets per Truck,Box Dimensions (L x W x H),Pallet Dimensions (L x W x H),UPC (Box),"Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""","Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""",Retail Additional Options,Builder Additional Options
Duras / Epic Plus,Epic+,Y,Q4 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0294W,947,SW582,"Albright Oak 5""",947,Cherry,HW582,"All In II 5""",947,Cherry,SA490,"Arden Oak 5""",N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,ScufResist Platinum,Red,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402010506,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
Duras / Epic Plus,Epic+,Y,Q1 2021,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0353W,1102,SW582,"Albright Oak 5""",1102,Biscuit - Low Gloss,HW582,"All In II 5""",1102,Biscuit - Low Gloss,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,ScufResist Platinum,Beige,Light,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402302717,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
Duras / Epic Plus,Epic+,Y,Q4 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0294W,5013,SW582,"Albright Oak 5""",5013,Charcoal,HW582,"All In II 5""",5013,Charcoal,SA489,"Arden Oak 5""",N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,ScufResist Platinum,Grey,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019073,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
Duras / Epic Plus,Epic+,Y,Q4 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0294W,7011,SW582,"Albright Oak 5""",7011,Chocolate,HW582,"All In II 5""",7011,Chocolate,SA489,"Arden Oak 5""",N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019080,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
Duras / Epic Plus,Epic+,Y,Q1 2021,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0353W,7087,SW582,"Albright Oak 5""",7087,Flax Seed - Low Gloss,HW582,"All In II 5""",7087,Flax Seed - Low Gloss,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402302724,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
Duras / Epic Plus,Epic+,Y,Q1 2021,USA,W2,"3/8"" x 5"" Engineered Smooth Oak",A,0353W,7091,SW582,"Albright Oak 5""",7091,Kona - Low Gloss,HW582,"All In II 5""",7091,Kona - Low Gloss,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",34.5,2070,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402302731,SFR18,SRO18,SFS18,SSO18,N/A,SCR18,SWTM8,SQTR8,HFR18,HRO18,HFS18,HSO18,N/A,HCR18,HWTM8,HQTR8,"SW581 - Albright Oak 3.25""","HW581 - All In II 3.25"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Builder Exclusive,Y,Q3 2019,USA,W2,"3/8"" X 6 3/8"" Smooth Hickory",A,0322W,1078,SW710,Alpine Hickory,1078,Morningside,HW710,Piedmont Hickory,1078,Morningside,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,White,Light,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",47,2115,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","62"" x 44"" x 40.5""",190402184955,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,Y,Q3 2019,USA,W2,"3/8"" X 6 3/8"" Smooth Hickory",A,0322W,2054,SW710,Alpine Hickory,2054,Red Clay,HW710,Piedmont Hickory,2054,Red Clay,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Gold,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",47,2115,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","62"" x 44"" x 40.5""",190402184979,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,Y,Q3 2019,USA,W2,"3/8"" X 6 3/8"" Smooth Hickory",A,0322W,5077,SW710,Alpine Hickory,5077,Centennial Grey,HW710,Piedmont Hickory,5077,Centennial Grey,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Grey,Light,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",47,2115,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","62"" x 44"" x 40.5""",190402184962,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,Y,Q3 2019,USA,W2,"3/8"" X 6 3/8"" Smooth Hickory",A,0322W,5081,SW710,Alpine Hickory,5081,Dogwood,HW710,Piedmont Hickory,5081,Dogwood,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Grey,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",47,2115,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","62"" x 44"" x 40.5""",190402184986,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,Y,Q3 2019,USA,W2,"3/8"" X 6 3/8"" Smooth Hickory",A,0322W,7065,SW710,Alpine Hickory,7065,Metro Brown,HW710,Piedmont Hickory,7065,Metro Brown,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",47,2115,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","62"" x 44"" x 40.5""",190402184993,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0412W,1150,SW772,Americana Oak,1150,Eclectic,HW772,Stateside Oak,1150,Eclectic,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548214,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0410W,1152,SW772,Americana Oak,1152,Anthem,HW772,Stateside Oak,1152,Anthem,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548160,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0410W,1153,SW772,Americana Oak,1153,Tradition,HW772,Stateside Oak,1153,Tradition,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548177,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0410W,1154,SW772,Americana Oak,1154,Heritage,HW772,Stateside Oak,1154,Heritage,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Natural,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548184,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2025,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0441W,1182,SW772,Americana Oak,1182,Silver,HW772,Stateside Oak,1182,Silver,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Grey,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",1.90E+11,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0410W,2079,SW772,Americana Oak,2079,Ethos,HW772,Stateside Oak,2079,Ethos,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Gold,Medium,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548191,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2025,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0441W,5114,SW772,Americana Oak,5114,Graphite,HW772,Stateside Oak,5114,Graphite,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Grey,Medium,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",1.90E+11,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed White Oak",A,0410W,7132,SW772,Americana Oak,7132,Legacy,HW772,Stateside Oak,7132,Legacy,N/A,N/A,N/A,N/A,White Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Brown,Medium,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548207,103FR,103OR,103FS,103OS,103SQ,103TH,103TM,103QR,102FR,102OR,102FS,102OS,102SQ,102TH,102TM,102QR,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed Hickory",A,0416W,1155,SW773,Americana Hickory,1155,Intrinsic,HW773,Stateside Hickory,1155,Intrinsic,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548238,111FR,111OR,111FS,111OS,111SQ,111TH,121TM,121QR,110FR,110OR,110FS,110OS,110SQ,110TH,120TM,120QR,N/A,N/A
Epic Plus / Repel,Repel,N,Q3 2024,USA,8J,"1/2"" x 7"" Engineered Sliced Wire Brushed Hickory",A,0414W,1156,SW773,Americana Hickory,1156,Spirit,HW773,Stateside Hickory,1156,Spirit,N/A,N/A,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"5/64""",2mm,Sliced,"1/2""",12.4mm,"7""","Random lengths from 10"" to 58.5""",55,2200,Random,Lifetime,50 Year,5 Year,5 Year,22.14,40,885.6,20,"59"" x 7 1/2"" x 4 1/8""","62"" x 44"" x 41.63""",190402548221,111FR,111OR,111FS,111OS,111SQ,111TH,121TM,121QR,110FR,110OR,110FS,110OS,110SQ,110TH,120TM,120QR,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Repel,Y,Q3 2016,USA,SS,"3/8"" x 5"" Engineered Scraped Maple",A,0296W,460,SW591,Coral Springs,460,Surfside,HW591,Gulf Breeze,460,Surfside,SA496,East Lake,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Gold,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019721,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,SS,"3/8"" x 5"" Engineered Scraped Maple",A,0296W,493,SW591,Coral Springs,493,Bayfront,HW591,Gulf Breeze,493,Bayfront,SA496,East Lake,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019462,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,SS,"3/8"" x 5"" Engineered Scraped Maple",A,0296W,529,SW591,Coral Springs,529,Oceanside,HW591,Gulf Breeze,529,Oceanside,SA496,East Lake,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019738,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,SS,"3/8"" x 5"" Engineered Scraped Maple",A,0296W,627,SW591,Coral Springs,627,Burnside,HW591,Gulf Breeze,627,Burnside,SA496,East Lake,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Red,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019479,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,SS,"3/8"" x 5"" Engineered Scraped Maple",F,0296W,698,SW591,Coral Springs,698,Conway,HW591,Gulf Breeze,698,Conway,SA496,East Lake,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,Random,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402019486,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,N/A,N/A
